01,Martin Garrix
02,Dimitri Vegas & Like Mike
03,Hardwell
04,Armin Van Buuren
05,David Guetta
06,Tiësto
07,Don Diablo
08,Afrojack
09,Oliver Heldens
10,Marshmello
11,Steve Aoki
12,R3HAB
13,Alok
14,W&W
15,Avicii
16,DVBBS
17,Lost Frequencies
18,KSHMR
19,Vintage Culture
20,Eric Prydz
21,Skrillex
22,Fedde Le Grand
23,Ummet Ozcan
24,DJ Snake
25,Quintino
26,Vinai
27,Nervo
28,Headhunterz
29,Angerfist
30,Bassjackers
31,The Chainsmokers
32,Kygo
33,Timmy Trumpet
34,Vini Vici
35,Wolfpack
36,Alan Walker
37,Blasterjaxx
38,Danny Avila
39,Kura
40,Calvin Harris
41,Axwell & Ingrosso
42,Diplo
43,Nicky Romero
44,Zedd
45,Alesso
46,Tujamo
47,Yellow Claw
48,Cat Dealers
49,ATB
50,Diego Miranda
51,Above & Beyond
52,Jeffrey Sutorius (ex-Dash Berlin)
53,Carl Cox
54,Martin Jensen
55,Paul Van Dyk
56,Will Sparks
57,Claptone
58,Steve Angello
59,Deadmau5
60,Robin Schulz
61,Richie Hawtin
62,Florian Picasso
63,Swedish House Mafia
64,Jay Hardway
65,Miss K8
66,Mike Williams
67,Andrew Rayel
68,Mariana Bo
69,Radical Redemption
70,Brennan Heart
71,Swanky Tunes
72,Mattn
73,Carta
74,Aly & Fila
75,Ferry Corsten
76,Da Tweekaz
77,Breathe Carolina
78,Deniz Koyu
79,Adam Beyer
80,Daddy's Groove
81,Mosimann
82,Tchami
83,NGHTMRE
84,DJ L
85,Wildstylez
86,Marco Carola
87,Cedric Gervais
88,Marlo
89,Deorro
90,Andy C
91,Solomun
92,Lucas & Steve
93,Markus Schulz
94,Bobina
95,Paul Kalkbrenner
96,Alison Wonderland
97,Nina Kraviz
98,Rave Republic
99,Carl Nunes
100,Slander
