1,David Guetta
2,Martin Garrix
3,Armin Van Buuren
4,Alok
5,Dimitri Vegas & Like Mike
6,Afrojack
7,Don Diablo
8,Oliver Heldens
9,Timmy Trumpet
10,Steve Aoki
11,KSHMR
12,R3hab
13,Marshmello
14,W&W
15,Tiësto
16,Calvin Harris
17,Vintage Culture
18,Nervo
19,Fedde Le Grand
20,Vini Vici
21,Above & Beyond
22,Alan Walker
23,Charlotte de Witte
24,Skrillex
25,Lost Frequencies
26,Nicky Romero
27,Carl Cox
28,Bassjackers
29,The Chainsmokers
30,Quintino
31,Eric Prydz
32,Claptone
33,DJ Snake
34,Danny Avila
35,ATB
36,Tujamo
37,GORDO
38,Peggy Gou
39,MORTEN
40,Mariana Bo
41,Paul van Dyk
42,Boris Brejcha
43,Ummet Ozcan
44,Amelie Lens
45,REZZ
46,Angerfist
47,Diego Miranda
48,Kygo
49,Alison Wonderland
50,Jamie Jones
51,VINAI
52,Deadmau5
53,Miss K8
54,Nina Kraviz
55,Beauz
56,Will Sparks
57,Ferry Corsten
58,Adam Beyer
59,Nora En Pure
60,Carta
61,Blasterjaxx
62,Breathe Carolina
63,Alesso
64,Zedd
65,Pink Panda
66,Julian Jordan
67,MATTN
68,Black Coffee
69,Panta Q
70,Mike Williams
71,Deniz Koyu
72,Naeleck
73,Brennan Heart
74,Kura
75,Tom & Collins
76,Mr Pig
77,FISHER
78,Virtual Riot
79,D.O.D
80,Plastik Funk
81,Green Velvet
82,Burak Yeter
83,KAAZE
84,Aryue
85,Cat Dealers
86,Rave Republic
87,Sunnery James & Ryan Marciano
88,MaRLo
89,Tungevaag
90,Giftback
91,Christina Novelli
92,22Bullets
93,KAKA
94,Blastoyz
95,Florian Picasso
96,Luminn
97,Alexso
98,Daddy’s Groove
99,Dexter King
100,VIZE
