1,Martin Garrix
2,David Guetta
3,Dimitri Vegas & Like Mike
4,Alok
5,Timmy Trumpet
6,Armin van Buuren
7,Afrojack
8,FISHER
9,Vintage Culture
10,Peggy Gou
11,Hardwell
12,Steve Aoki
13,Alan Walker
14,KSHMR
15,Don Diablo
16,Charlotte de Witte
17,Anyma
18,R3HAB
19,Skrillex
20,Lost Frequencies
21,W&W
22,Calvin Harris
23,Tiesto
24,Black Coffee
25,Nicky Romero
26,Reinier Zonneveld
27,Vini Vici
28,Fred Again..
29,Oliver Heldens
30,Jamie Jones
31,Carl Cox
32,Claptone
33,DJ Snake
34,Marshmello
35,Keinemusik
36,Joel Corry
37,Paul van Dyk
38,Quintino
39,Swedish House Mafia
40,Fedde Le Grand
41,Amelie Lens
42,The Chainsmokers
43,Alesso
44,Bassjackers
45,GORDO
46,Eric Prydz
47,ATB
48,KAAZE
49,Indira Paganotto
50,NERVO
51,Mariana BO
52,VINAI
53,Above & Beyond
54,Zedd
55,Boris Brejcha
56,KURA
57,James Hype
58,Deborah De Luca
59,Tujamo
60,KOROLOVA
61,Mochakk
62,Dubdogz
63,Julian Jordan
64,Burak Yeter
65,Nora En Pure
66,Dom Dolla
67,Deadmau5
68,The Martinez Brothers
69,Maddix
70,John Summit
71,Lucas & Steve
72,Danny Avila
73,Mike Williams
74,22Bullets
75,Sara Landry
76,DubVision
77,Cat Dealers
78,Kölsch
79,Liu
80,Ferry Corsten
81,Plastik Funk
82,Jax Jones
83,Le Twins
84,Martin Tungevaag
85,Aryue
86,Rezz
87,WUKONG
88,Solomun
89,Cuebrick
90,Marnik
91,Mau P
92,KAKA
93,Pink Panda
94,B Jones
95,Naeleck
96,Rave Republic
97,Topic
98,Giuseppe Ottaviani
99,Faustix
100,Meduza
