1,David Guetta
2,Dimitri Vegas & Like Mike
3,Martin Garrix
4,Alok
5,Armin Van Buuren
6,Timmy Trumpet
7,Afrojack
8,Steve Aoki
9,Peggy Gou
10,Vintage Culture
11,Alan Walker
12,Calvin Harris
13,Don Diablo
14,R3hab
15,KSHMR
16,W&W
17,Skrillex
18,Charlotte de Witte
19,Oliver Heldens
20,FISHER
21,GORDO
22,Lost Frequencies
23,Tiësto
24,Nicky Romero
25,Black Coffee
26,Carl Cox
27,Reinier Zonneveld
28,Vini Vici
29,Quintino
30,Amelie Lens
31,Bassjackers
32,Claptone
33,Fedde Le Grand
34,Fred Again..
35,Marshmello
36,Jamie Jones
37,Hardwell
38,DJ Snake
39,Eric Prydz
40,Above & Beyond
41,Joel Corry
42,Danny Avila
43,Mariana Bo
44,The Chainsmokers
45,Paul van Dyk
46,Deborah De Luca
47,Zedd
48,Nervo
49,ATB
50,Beauz
51,VINAI
52,Alesso
53,Nora En Pure
54,Tujamo
55,Boris Brejcha
56,REZZ
57,Topic
58,Blasterjaxx
59,KAAZE
60,The Martinez Brothers
61,Adam Beyer
62,Kura
63,Swedish House Mafia
64,Dubdogz
65,Deadmau5
66,Mike Williams
67,Burak Yeter
68,Julian Jordan
69,Ummet Ozcan
70,Cat Dealers
71,Angerfist
72,Plastik Funk
73,Tungevaag
74,Acraze
75,Tom & Collins
76,Deorro
77,Ofenbach
78,22Bullets
79,Brennan Heart
80,Diego Miranda
81,Lucas & Steve
82,Aryue
83,James Hype
84,Le Twins
85,Pink Panda
86,KAKA
87,Naeleck
88,MARTEN HØRGER
89,Ferry Corsten
90,MORTEN
91,Kölsch
92,Rave Republic
93,Cuebrick
94,Solomun
95,Maddix
96,Lizzy Wang
97,Indira Paganotto
98,Liu
99,Le Shuuk
100,Jay Hardway
